K	SCARLET BLADE (BLEED BANDITS)	Bleed-Bandit-1.jpg	Hybrid Cloth-Leather	Ice	Standard	Hernand
K	SCHOLASTONE UNIFORM	Scholastone-Uniform-1.jpg	Hybrid Cloth-Leather	Ice, Lightning	Standard	Hernand
K	SCHTUMP (CALPHADEAN DEFENDER)	Schtump-1.jpg	Hybrid	Ice	Standard	Pywel
K	SCORCHFLAME	Scorchflame-1.jpg	Plate (Heavy)	Fire	Non-Standard	Hernand, Demeniss
K	SHADOWLEAF	Shadowleaf-1.jpg	Non-Upgradeable	Ice, Lightning	Standard	Hernand
K	SKYBLAZER	Skyblazer-1.jpg	Hybrid Cloth-Leather	Lightning	Non-Standard	Hernand
K	SOLAS	Solas-Plate-1.jpg	Plate (Heavy)	Fire	Standard	Demeniss, Pailune
K	ST. HALSSIUS PRIEST	St.-Halssius-Priest-1.jpg	Hybrid Cloth-Leather	Ice, Lightning	Standard	Hernand
K	SUNGROVE STANDARD	Sungrove-Plate-1.jpg	Hybrid Leather-Plate	Lightning	Standard	Demeniss
K	SUNSET REED (REED DEVIL)	Sunset-Reed-1.jpg	Hybrid Cloth-Leather	Lightning	Non-Standard	Hernand
K	TARIV	Tariv-Cloth-1.jpg	Cloth (Light)	Ice	Non-Standard	Demeniss
K	THE FACELESS (MASKED LIBERATORS)	The-Faceless-1.jpg	Hybrid Cloth-Leather	Ice, Lightning	Standard	Crimson Desert
K	TOMMASO GUARD	Tommaso-Guard-1.jpg	Leather (Medium)	Lightning	Standard	Delesyia, Crimson Desert
K	THE MASKED LIBERATOR	The-Masked-Liberators-1.jpg	Hybrid Cloth-Leather	Ice, Lightning	Standard	Crimson Desert
K	TIORANT (BLUE FANGS)	Blue-Fangs-1.jpg	Hybrid Cloth-Leather	Ice, Lightning	Standard	Pailune
K	UNYIELDING HERO (CASSIUS MORTEN)	Unyielding-Hero-1.jpg	Plate (Heavy)	Fire	Standard	Pywel
K	UNYIELDING WARRIOR	Unyielding-Warriors-Plate-Armor-1.jpg	Plate (Heavy)	Fire	Standard	Hernand
K	VALORTREAD	Valortread-1.jpg	Plate (Heavy)	Fire	Standard	Hernand, Crimson Desert
K	WEASEL LEATHER	Weasel-Leather-1.jpg	Leather (Medium)	Lightning	Standard	Hernand
K	WINDMERE STANDARD	Windmere-1.jpg	Hybrid Leather-Plate	Lightning	Standard	Hernand
K	WOLF TRACKER	Wolf-Tracker-1.jpg	Hybrid Cloth-Leather	Ice, Lightning	Standard	Hernand
K	WYVERNFLAMES	Wyvernflame-1.jpg	Hybrid Cloth-Leather	Lightning	Standard	Delesyia
K	YNITIUM	Ynitium-1.jpg	Leather (Medium)	Lightning	Standard	Demeniss, Pailune
K	YRKABEL (STAGLORD'S ACOLYTES)	Yrkabel-1.jpg	Hybrid	Ice, Lightning	Standard	Hernand
K	ZIGGURAT	Ziggurat-1.jpg	Hybrid Cloth-Leather	Lightning	Standard	Demeniss
D	AUTUMN BANQUET	Autumn-Banquet-1.jpg	Leather (Medium)	Ice, Lightning	Standard	Demeniss
D	DEMENISSIAN UNIFORM	Demenissian-Uniform-1.jpg	Leather (Medium)	Lightning	Standard	Hernand, Demeniss
D	EARTH'S HONOR	Earths-Honor-1.jpg	Leather (Medium)	Lightning	Standard	Demeniss
D	ELEGANT CARMINE	Elegant-Carmine-1.jpg	Hybrid Leather-Plate	Lightning	Standard	Delesyia, Crimson Desert
D	EXECUTIONER OF DARKNESS	Executioner-of-Darkness-1.jpg	Hybrid Leather-Plate	Fire	Standard	Demeniss, Delesyia
D	FLUTTERING RADIANCE	Fluttering-Radiance-1-1.jpg	Plate (Heavy)	None	Standard	Hernand, Pailune
D	GOLDLIGHT	Goldlight-Plate-1.jpg	Plate (Heavy)	Fire	Standard	Crimson Desert
D	LIGHT OF THE BATTLEFIELD	Light-of-the-Battlefield-1.jpg	Plate (Heavy)	Ice	Standard	Crimson Desert
D	OFFICIAL KNIGHT	Official-Knight-1.jpg	Hybrid	Ice, Lightning	Standard	Demeniss
D	WANDERER OF FAITH	Wanderer-of-Faith-1.jpg	Leather (Medium)	Lightning	Standard	Demeniss, Delesyia
D	WHITE BLOODWIND	White-Bloodwind-1.jpg	Hybrid Leather-Plate	Ice	Standard	Pywel
