index	key	internal	nameKey	descKey
165	1004054	Quest_Paper_Beighen_Notice	4312379093418096	4312379093418097
166	1004374	Quest_Paper_Hyena_Cave_Recapture	4313753482952816	4313753482952817
167	1001604	NoticePaper_Village_Muiquun	4301856423542896	4301856423542897
168	1000157	NoticePaper_Hyenamolar	4295641605865584	4295641605865585
169	1000811	NoticePaper_MudWalkerLutemir	4298450514477168	4298450514477169
170	1001924	NoticePaper_BloodWalkerCrussis	4303230813077616	4303230813077617
171	1001017	Quest_WantedPaper_0008	4299335277740144	4299335277740145
172	1001016	Quest_WantedPaper_0007	4299330982772848	4299330982772849
173	1001010	Quest_WantedPaper_0001	4299305212969072	4299305212969073
174	1001232	Quest_WantedPaper_0059	4300258695708784	4300258695708785
175	1001018	Quest_WantedPaper_0009	4299339572707440	4299339572707441
176	1001015	Quest_WantedPaper_0006	4299326687805552	4299326687805553
177	1001014	Quest_WantedPaper_0005	4299322392838256	4299322392838257
178	1001011	Quest_WantedPaper_0002	4299309507936368	4299309507936369
179	1001013	Quest_WantedPaper_0004	4299318097870960	4299318097870961
180	1001012	Quest_WantedPaper_0003	4299313802903664	4299313802903665
181	1000599	Quest_WantedPaper_0101	4297539981410416	4297539981410417
182	1001047	Quest_WantedPaper_0038	4299464126759024	4299464126759025
183	1001043	Quest_WantedPaper_0034	4299446946889840	4299446946889841
184	1001040	Quest_WantedPaper_0031	4299434061987952	4299434061987953
185	1001044	Quest_WantedPaper_0035	4299451241857136	4299451241857137
186	1001041	Quest_WantedPaper_0032	4299438356955248	4299438356955249
187	1001045	Quest_WantedPaper_0036	4299455536824432	4299455536824433
188	1001048	Quest_WantedPaper_0039	4299468421726320	4299468421726321
189	1001046	Quest_WantedPaper_0037	4299459831791728	4299459831791729
190	1001049	Quest_WantedPaper_0040	4299472716693616	4299472716693617
191	1001042	Quest_WantedPaper_0033	4299442651922544	4299442651922545
192	1000613	Quest_WantedPaper_0107	4297600110952560	4297600110952561
193	1000614	Quest_WantedPaper_0108	4297604405919856	4297604405919857
194	1001138	Quest_WantedPaper_0052	4299854968782960	4299854968782961
195	1001021	Quest_WantedPaper_0012	4299352457609328	4299352457609329
196	1001023	Quest_WantedPaper_0014	4299361047543920	4299361047543921
197	1001026	Quest_WantedPaper_0017	4299373932445808	4299373932445809
198	1001024	Quest_WantedPaper_0015	4299365342511216	4299365342511217
199	1001025	Quest_WantedPaper_0016	4299369637478512	4299369637478513
200	1001020	Quest_WantedPaper_0011	4299348162642032	4299348162642033
201	1001022	Quest_WantedPaper_0013	4299356752576624	4299356752576625
202	1001028	Quest_WantedPaper_0019	4299382522380400	4299382522380401
203	1001029	Quest_WantedPaper_0020	4299386817347696	4299386817347697
204	1000601	Quest_WantedPaper_0102	4297548571345008	4297548571345009
205	1000604	Quest_WantedPaper_0103	4297561456246896	4297561456246897
206	1000605	Quest_WantedPaper_0104	4297565751214192	4297565751214193
207	1001034	Quest_WantedPaper_0025	4299408292184176	4299408292184177
208	1001030	Quest_WantedPaper_0021	4299391112314992	4299391112314993
209	1001037	Quest_WantedPaper_0028	4299421177086064	4299421177086065
210	1001033	Quest_WantedPaper_0024	4299403997216880	4299403997216881
211	1001031	Quest_WantedPaper_0022	4299395407282288	4299395407282289
212	1001035	Quest_WantedPaper_0026	4299412587151472	4299412587151473
213	1001032	Quest_WantedPaper_0023	4299399702249584	4299399702249585
214	1001038	Quest_WantedPaper_0029	4299425472053360	4299425472053361
215	1001036	Quest_WantedPaper_0027	4299416882118768	4299416882118769
216	1000525	Quest_WantedPaper_0105	4297222153830512	4297222153830513
217	1000526	Quest_WantedPaper_0106	4297226448797808	4297226448797809
218	1001053	Quest_WantedPaper_0044	4299489896562800	4299489896562801
219	1001054	Quest_WantedPaper_0045	4299494191530096	4299494191530097
220	1001059	Quest_WantedPaper_0050	4299515666366576	4299515666366577
221	1001056	Quest_WantedPaper_0047	4299502781464688	4299502781464689
222	1001050	Quest_WantedPaper_0041	4299477011660912	4299477011660913
223	1001057	Quest_WantedPaper_0048	4299507076431984	4299507076431985
224	1001058	Quest_WantedPaper_0049	4299511371399280	4299511371399281
225	1001051	Quest_WantedPaper_0042	4299481306628208	4299481306628209
226	1001052	Quest_WantedPaper_0043	4299485601595504	4299485601595505
227	1000606	Quest_WantedPaper_0109	4297570046181488	4297570046181489
228	1000609	Quest_WantedPaper_0110	4297582931083376	4297582931083377
229	1003224	Lucky_Letter	4308814270562416	4308814270562417
230	1003292	UnknownDiary_Bernor	4309106328338544	4309106328338545
231	1003293	UnknownDiary_Rainier	4309110623305840	4309110623305841
232	1003294	UnknownDiary_Contribution_5001	4309114918273136	4309114918273137
233	1003295	UnknownDiary_Faisal	4309119213240432	4309119213240433
234	1003296	UnknownDiary_Orlonel	4309123508207728	4309123508207729
235	1003297	UnknownDiary_Richart	4309127803175024	4309127803175025
236	1003298	UnknownDiary_Nolpix	4309132098142320	4309132098142321
237	1003299	UnknownDiary_Shay_Research	4309136393109616	4309136393109617
238	1003300	UnknownDiary_Provost_2	4309140688076912	4309140688076913
239	1003301	UnknownDiary_Khadin	4309144983044208	4309144983044209
240	1003302	UnknownDiary_Retonic	4309149278011504	4309149278011505
241	1003303	UnknownDiary_RonHardt	4309153572978800	4309153572978801
242	1003304	UnknownDiary_Aldun	4309157867946096	4309157867946097
243	1003305	LostLetter_Berdo	4309162162913392	4309162162913393
244	1003306	LostLetter_Khadija	4309166457880688	4309166457880689
245	1003307	LostLetter_Goorba	4309170752847984	4309170752847985
246	1003308	LostLetter_Food_Trader_1	4309175047815280	4309175047815281
247	1003309	LostLetter_Mineral_Trader_1	4309179342782576	4309179342782577
248	1003310	LostLetter_Sniks	4309183637749872	4309183637749873
249	1003311	LostLetter_Provost_1	4309187932717168	4309187932717169
250	1003312	LostLetter_Provost_4	4309192227684464	4309192227684465
251	1003313	LostLetter_Burk	4309196522651760	4309196522651761
252	1003314	LostLetter_Slywick	4309200817619056	4309200817619057
253	1003315	LostLetter_Skint	4309205112586352	4309205112586353
254	1003316	LostLetter_Montpellier	4309209407553648	4309209407553649
255	1003317	LostLetter_Castiel	4309213702520944	4309213702520945
256	1003318	LostLetter_Eirik	4309217997488240	4309217997488241
257	1003319	LostLetter_Roger	4309222292455536	4309222292455537
258	1003320	LostLetter_Bartholomew	4309226587422832	4309226587422833
259	1003321	LostLetter_Marin	4309230882390128	4309230882390129
260	1003356	Quest_Paper_Empty_I	4309381206245488	4309381206245489
261	1003357	Quest_Paper_Empty_II	4309385501212784	4309385501212785
262	1003358	Quest_Paper_EmptyIII	4309389796180080	4309389796180081
263	1003359	Quest_Paper_EmptyIV	4309394091147376	4309394091147377
264	1003777	NoticePaper_Skill_LungeCombination	4311189387477104	4311189387477105
265	1003778	NoticePaper_Skill_TurnBash_II	4311193682444400	4311193682444401
266	1003779	NoticePaper_Skill_MoveCutting_II	4311197977411696	4311197977411697
267	1003780	NoticePaper_Skill_RotationBash_II	4311202272378992	4311202272378993
268	1003781	NoticePaper_Skill_SwordRush	4311206567346288	4311206567346289
269	1003782	NoticePaper_Skill_Charge_Shot	4311210862313584	4311210862313585
270	1003783	NoticePaper_Skill_MultiShot	4311215157280880	4311215157280881
271	1003784	NoticePaper_Skill_EvadeShot	4311219452248176	4311219452248177
272	1003785	NoticePaper_Skill_EvadeExplosionShot	4311223747215472	4311223747215473
273	1003786	NoticePaper_Skill_UnArmedCombination	4311228042182768	4311228042182769
274	1003787	NoticePaper_Skill_SkyKick	4311232337150064	4311232337150065
275	1003788	NoticePaper_Skill_DoubleKick_I	4311236632117360	4311236632117361
276	1003789	NoticePaper_Skill_DropKick	4311240927084656	4311240927084657
277	1003790	NoticePaper_Skill_JumpStep	4311245222051952	4311245222051953
278	1003791	NoticePaper_Skill_Wrestle_Lariat	4311249517019248	4311249517019249
279	1003792	NoticePaper_Skill_Wrestle_AirBodySlam	4311253811986544	4311253811986545
280	1003793	NoticePaper_Skill_ShieldJustGuard_Attack	4311258106953840	4311258106953841
281	1003794	NoticePaper_Skill_DoubleJump	4311262401921136	4311262401921137
282	1003795	NoticePaper_Skill_RollCancel	4311266696888432	4311266696888433
283	1003796	NoticePaper_Skill_Greywolf_Detect	4311270991855728	4311270991855729
284	1003797	NoticePaper_Skill_Lift	4311275286823024	4311275286823025
285	1003798	NoticePaper_Skill_Mabongpa	4311279581790320	4311279581790321
286	1003799	NoticePaper_Skill_JiJeongTa_I	4311283876757616	4311283876757617
287	1003800	NoticePaper_Skill_JiJeongTa_Deep	4311288171724912	4311288171724913
288	1003801	NoticePaper_Skill_Tathagata_mini	4311292466692208	4311292466692209
289	1003802	NoticePaper_Skill_Greywolf_Detect_Unleash	4311296761659504	4311296761659505
290	1003803	NoticePaper_Skill_CrowWing_Dash	4311301056626800	4311301056626801
291	1003804	NoticePaper_Skill_CloneAttack	4311305351594096	4311305351594097
292	1003805	NoticePaper_Skill_MpFire	4311309646561392	4311309646561393
293	1003806	NoticePaper_Skill_MpIce	4311313941528688	4311313941528689
294	1003807	NoticePaper_Skill_MpLightning	4311318236495984	4311318236495985
295	1003808	NoticePaper_Skill_MpWind	4311322531463280	4311322531463281
296	1003809	NoticePaper_Skill_Oongka_Dash	4311326826430576	4311326826430577
297	1003810	NoticePaper_Skill_Oongka_RotationBash_II	4311331121397872	4311331121397873
298	1003811	NoticePaper_Skill_Oongka_GroundSmash_II	4311335416365168	4311335416365169
299	1003812	NoticePaper_Skill_Oongka_Wrestle_Combo	4311339711332464	4311339711332465
300	1003813	NoticePaper_Skill_Oongka_AimExplosionShot	4311344006299760	4311344006299761
301	1003814	NoticePaper_Skill_Damian_LungeCatch	4311348301267056	4311348301267057
302	1003815	NoticePaper_Skill_Damian_TurnBash_II	4311352596234352	4311352596234353
303	1003816	NoticePaper_Skill_Damian_QuickReload	4311356891201648	4311356891201649
304	1003817	NoticePaper_Skill_Damian_SpinningKick	4311361186168944	4311361186168945
305	1003818	NoticePaper_Skill_Wrestle_GrabSpinThrow	4311365481136240	4311365481136241
306	1002086	Recipe_Book_OneHandWeapon_I	4303926597779568	4303926597779569
307	1002087	Recipe_Book_OneHandWeapon_II	4303930892746864	4303930892746865
308	1002088	Recipe_Book_OneHandWeapon_III	4303935187714160	4303935187714161
309	1002089	Recipe_Book_OneHandWeapon_IV	4303939482681456	4303939482681457
310	1000401	Recipe_Book_TwoHandWeapon_I	4296689577885808	4296689577885809
311	1000402	Recipe_Book_TwoHandWeapon_II	4296693872853104	4296693872853105
312	1000403	Recipe_Book_TwoHandWeapon_III	4296698167820400	4296698167820401
313	1000404	Recipe_Book_TwoHandWeapon_IV	4296702462787696	4296702462787697
314	1000405	Recipe_Book_RangeWeapon_Wood_I	4296706757754992	4296706757754993
315	1000406	Recipe_Book_RangeWeapon_Wood_II	4296711052722288	4296711052722289
316	1000407	Recipe_Book_RangeWeapon_Wood_III	4296715347689584	4296715347689585
317	1000408	Recipe_Book_RangeWeapon_Wood_IV	4296719642656880	4296719642656881
318	1000409	Recipe_Book_RangeWeapon_Metal_I	4296723937624176	4296723937624177
319	1000410	Recipe_Book_RangeWeapon_Metal_II	4296728232591472	4296728232591473
320	1000411	Recipe_Book_RangeWeapon_Metal_III	4296732527558768	4296732527558769
321	1000413	Recipe_Book_RangeWeapon_Metal_IV	4296741117493360	4296741117493361
322	1000414	Recipe_Book_OneHandShield_I	4296745412460656	4296745412460657
323	1000415	Recipe_Book_OneHandShield_II	4296749707427952	4296749707427953
324	1000417	Recipe_Book_OneHandShield_III	4296758297362544	4296758297362545
325	1000418	Recipe_Book_OneHandShield_IV	4296762592329840	4296762592329841
326	1000419	Recipe_Book_PlateArmor_I	4296766887297136	4296766887297137
327	1000420	Recipe_Book_PlateArmor_II	4296771182264432	4296771182264433
328	1000421	Recipe_Book_PlateArmor_III	4296775477231728	4296775477231729
329	1000422	Recipe_Book_PlateArmor_IV	4296779772199024	4296779772199025
330	1000428	Recipe_Book_LeatherArmor_I	4296805542002800	4296805542002801
331	1000430	Recipe_Book_LeatherArmor_II	4296814131937392	4296814131937393
332	1000432	Recipe_Book_LeatherArmor_III	4296822721871984	4296822721871985
333	1000433	Recipe_Book_LeatherArmor_IV	4296827016839280	4296827016839281
334	1000434	Recipe_Book_FabricArmor_I	4296831311806576	4296831311806577
335	1000435	Recipe_Book_FabricArmor_II	4296835606773872	4296835606773873
336	1000436	Recipe_Book_FabricArmor_III	4296839901741168	4296839901741169
337	1000437	Recipe_Book_FabricArmor_IV	4296844196708464	4296844196708465
338	1000530	Recipe_Book_Accessory_I	4297243628666992	4297243628666993
339	1000533	Recipe_Book_Accessory_II	4297256513568880	4297256513568881
340	1000535	Recipe_Book_Accessory_III	4297265103503472	4297265103503473
341	1000536	Recipe_Book_Accessory_IV	4297269398470768	4297269398470769
342	1000690	Recipe_Book_Beekeeping	4297930823434352	4297930823434353
343	1000714	Recipe_Book_Ent	4298033902649456	4298033902649457
344	1000755	Recipe_Book_Varnia	4298209996308592	4298209996308593
345	1000841	Recipe_Book_Scarecrow_Camouflage_Cloak	4298579363496048	4298579363496049
346	1002149	Recipe_Book_Spear_Fire	4304197180719216	4304197180719217
347	1002161	Recipe_Book_Spear_Wind	4304248720326768	4304248720326769
348	1002162	Recipe_Book_Spear_Lightning	4304253015294064	4304253015294065
349	1002292	Recipe_Book_FishingRod_II	4304811361042544	4304811361042545
350	1001746	Recipe_Book_Equip_Felling_Axe_I	4302466308898928	4302466308898929
351	1003662	Recipe_Book_Equip_Pickaxe_I	4310695466238064	4310695466238065
352	1003663	Recipe_Book_Equip_Felling_Axe_II	4310699761205360	4310699761205361
353	1003664	Recipe_Book_Equip_Pickaxe_II	4310704056172656	4310704056172657
354	1001102	Recipe_Book_Posion_Aroww	4299700349960304	4299700349960305
355	1000641	Recipe_Book_Wells_HorseArmor	4297720370036848	4297720370036849
356	1004110	Recipe_Book_Pumpkin_Helm	4312619611586672	4312619611586673
357	1001420	CraftingRecipe_Kuku_Pot_Book	4301066149560432	4301066149560433
358	1002128	CraftingRecipe_Kuku_Pot_Spear_Book	4304106986406000	4304106986406001
359	1002129	CraftingRecipe_Kuku_Pot_Backpack_Book	4304111281373296	4304111281373297
360	1003652	CraftingRecipe_Kuku_Pot_Arms_Book	4310652516565104	4310652516565105
361	1000425	CraftingRecipe_Kuku_Golden999K	4296792657100912	4296792657100913
362	1002311	CraftingRecipe_Kuku_Pot_Machine_Book	4304892965421168	4304892965421169
363	1002771	CraftingRecipe_Dragon_Weapon	4306868650377328	4306868650377329
364	1000980	CraftingRecipe_Demian_Pure_White_Plate_Boots_II	4299176363950192	4299176363950193
365	1000983	CraftingRecipe_Oongka_PlateArmor_Armor_III	4299189248852080	4299189248852081
366	1000984	CraftingRecipe_Oongka_PlateArmor_Cloak_III	4299193543819376	4299193543819377
367	1000988	CraftingRecipe_Oongka_PlateArmor_Gloves_III	4299210723688560	4299210723688561
368	1000990	CraftingRecipe_Oongka_PlateArmor_Boots_III	4299219313623152	4299219313623153
369	1000999	CraftingRecipe_Oongka_PlateArmor_Helm_III	4299257968328816	4299257968328817
370	1002203	CraftingRecipe_Demian_PlateArmor_Helm_XIII	4304429108953200	4304429108953201
371	1002204	CraftingRecipe_Demian_Leather_Armor_V	4304433403920496	4304433403920497
372	1002550	CraftingRecipe_Demian_PlateArmor_Gloves_VI	4305919462604912	4305919462604913
373	1002553	CraftingRecipe_Demian_Leather_Cloak_I	4305932347506800	4305932347506801
374	1000580	Blank_Book	4297458377031792	4297458377031793
375	1000542	BoardPaperBundle	4297295168274544	4297295168274545
376	1004393	Scholarstone_Book_I	4313835087331440	4313835087331441
377	1003909	Alustin_Journal_Book_I	4311756323160176	4311756323160177
378	1003910	Alustin_Journal_Book_II	4311760618127472	4311760618127473
379	1003911	Alustin_Journal_Book_III	4311764913094768	4311764913094769
380	1003912	Alustin_Journal_Book_IV	4311769208062064	4311769208062065
381	1003913	Alustin_Journal_Book_V	4311773503029360	4311773503029361
382	1003914	Alustin_Journal_Book_VI	4311777797996656	4311777797996657
383	1001066	Ziane_Diary	4299545731137648	4299545731137649
384	1002549	EngineerWorkLog_Book	4305915167637616	4305915167637617
385	1002559	JijeongTempleShipLog_Book	4305958117310576	4305958117310577
386	1002727	Criminal_Urga_Book	4306679671816304	4306679671816305
387	1000298	Friendly_Legendary_Animal_Book	4296247196254320	4296247196254321
388	1002608	ValleyRockWatchTower_Book	4306168570708080	4306168570708081
